title,video_id,description
AWS re:Invent 2024 - Fidelity Investments: Operating Tier 0 trading databases on AWS (SUP310),Fdjuy2_S5QM,"Learn how Fidelity Investments operates Tier 0 brokerage databases on AWS and ensures highly available systems for its users. The session covers some of the challenges of operating low latency, multi-Region databases on AWS and highlights Fidelity's proactive mechanisms via AWS Incident Detection and Response. Incident Detection and Response offers customers proactive engagement and incident management to reduce the potential for failure and to accelerate recovery of critical workloads from disruption."
AWS re:Invent 2024 - Evaluate and deploy SaaS applications fast on AWS with AWS Marketplace (MKT106),NujhoHnVgE0,"Software as a service (SaaS) is the preferred consumption model for many enterprises because it optimizes costs while improving speed and deployment agility. However, some organizations may struggle with identifying the right SaaS product and validating vendor and product fit and configuration. In this session, learn how to reduce the time and resources required to find, validate, configure, and launch SaaS applications from leading vendors in AWS Marketplace."
AWS re:Invent 2024 - Scale your high-traffic events to gen AI deployments with AWS Support (SUP308),m24yXUGnZxs,"Ready to elevate your generative AI investment from prototype to full-scale deployment, or gearing up for a marketing event that’s set to drive significant customer traffic? In this session, explore how customers leverage AWS Countdown and AWS Countdown Premium to strengthen resilience and scale effectively. AWS Countdown Premium is a game-changer for customers migrating and modernizing both traditional and generative AI workloads. With proactive planning, execution, and cut-over across all phases of the cloud, AWS Countdown Premium ensures that customers achieve the desired business outcomes. Learn how Georgia-Pacific successfully scaled its workloads with AWS Countdown Premium."
AWS re:Invent 2024 - How Principal Financial improved productivity with Amazon Q Business (AIM228),aCBox2j75Vc,"Delivering an exceptional customer experience is crucial for businesses to succeed in today’s competitive landscape. In this session, Principal Financial shares its transformative journey leveraging the powerful capabilities of Amazon Q Business. Learn how Amazon Q Business was implemented across the Principal Financial organization and dive into the key challenges faced, such as legacy system integrations and training. This session also highlights best practices for seamlessly blending human and AI interactions to provide personalized, efficient customer service at scale."
AWS re:Invent 2024 - Accelerate ML workflows with Amazon SageMaker Studio (AIM355),SAeZMA0KaFA,"Unlock the power of Amazon SageMaker Studio, a comprehensive IDE for streamlining the machine learning (ML) lifecycle. Explore data exploration, transformation, automated feature engineering with AutoML, and collaborative coding using integrated Jupyter Notebooks. Discover how SageMaker Studio MLOps integration simplifies model deployment, monitoring, and governance. Through live demos and best practices, learn to leverage SageMaker Studio tools for efficient feature engineering, model development, collaboration, and data security."
AWS re:Invent 2024 - Driving cost optimization at scale (MAM236),l3Vlf_k16pg,"Datadog runs complex infrastructure on AWS across multiple Regions with demanding resiliency requirements. At this scale, Datadog constantly makes difficult trade-offs: cost savings versus performance and resiliency. In 2023, Datadog set a goal to migrate 100% of their AWS workloads to Graviton. Arm processors demonstrated better cost to performance than the existing fleet for many workloads, and Graviton was available in sustainable quantities. This session shows you how in a year Datadog helped a small team successfully migrate a large-scale infrastructure to a new hardware platform, gained massive efficiencies, and added some key strategic capabilities. This presentation is brought to you by Datadog, an AWS Partner."
AWS re:Invent 2024 - Integrating applications with Amazon EventBridge Pipes (API218),FxMVkdBumfE,"Streamline event-driven integrations with Amazon EventBridge Pipes. Join this session for a live demo of how AWS customers leverage EventBridge Pipes to integrate services like Amazon Kinesis and Amazon SQS. Learn how EventBridge Pipes enables in-line enrichment, transformation, and filtering to reduce the need for custom integration code. Walk away with ideas to more efficiently build event-driven applications with EventBridge Pipes."
AWS re:Invent 2024 - Building state machines with AWS Step Functions Workflow Studio (API217),o9tn7ZxPYhc,"AWS Step Functions enables builders to orchestrate multiple AWS services to model complex workflows and state machines. Join this lightning talk for a demonstration of Workflow Studio, a low-code, visual editor for Step Functions that allows you to prototype and build workflows faster. Learn about the rich palette of integrations available in Workflow Studio and how to utilize the tool to build your own workflows."
"AWS re:Invent 2024 - Automated, contextual, fully searchable backups (COP331)",K3hEURwyzMs,"Join Eon and AWS to explore advanced capabilities for cloud backup and recovery. Learn about the AWS resilience methodology and how Eon provides full visibility of cloud resources with intelligent, context-aware classification. Discover how Eon’s automated backup policy management ensures you only back up what’s necessary, eliminating the need for manual tagging. Learn about lightning-fast search across backups and granular restoration down to a single database row and file. Eon also enables direct SQL queries from database backups, introducing a new, accessible backup storage tier. This session is ideal for cloud operations and IT leaders focused on resilience and efficient recovery. This presentation is brought to you by Eon, an AWS Partner."
AWS re:Invent 2024 - Breaking barriers: Harnessing generative AI in telecom (TLC207),Fyh5C067WQA,"In this session, discover how generative AI can revolutionize telecommunications—creating inclusive digital experiences across sectors irrespective of abilities, age, socioeconomic status, education level, or location. Learn about AWS collaborations with leaders like NVIDIA and Anthropic in building AI infrastructure for telecommunications companies and independent software vendors. Also explore real-world examples using innovative approaches from BT, SKT, and AT&T in developing AI-driven platforms."
AWS re:Invent 2024 - How to protect your clients from authorized push payment (APP) fraud (SEC230),ZX_9-kmwiek,"Impersonation scams are a rising problem—consumers struggle to distinguish if calls are legitimate while financial institutions face risks from unauthorized transactions. In this lightning talk, learn about Vonage solutions available in the AWS Marketplace that showcase how integrating Vonage Communications and Network APIs with AWS advanced AI services enhances fraud detection, improves customer experience, and reduces friction. Join this talk to learn how these tools can strengthen your defense against fraud while ensuring a secure customer journey. This presentation is brought to you by Vonage (Part of Ericsson), an AWS Partner."
AWS re:Invent 2024 - The role of AI in improving cloud detection and response (SEC105),vFxAtcRLXrc,"In this lightning talk, learn about the common challenges organizations face when implementing cloud detection and response (CDR), and explore practical solutions to overcome these obstacles. This presentation is brought to you by Darktrace, an AWS Partner."
AWS re:Invent 2024 - Managing cyber vulnerability in connected healthcare devices (SEC103),lt_U9k2KNx0,"Digital transformation in healthcare has driven some of the most significant advancements in medical outcomes. However, the rapid increase in the number and variety of connected devices has outpaced the ability of healthcare environments to manage and secure them. This expansion has increased the attack surface of these critical ecosystems, making them more vulnerable to cybercrime. In this lightning talk, Corewell Health and Claroty discuss their approach to improving endpoint visibility and risk management across the Corewell Health system. Explore the challenges, considerations, and solutions that hospitals worldwide implement to mitigate emerging risks. This presentation is brought to you by Claroty, an AWS Partner."
AWS re:Invent 2024 - Build real-time intelligent systems with InfluxDB (DAT101),fthq5lZJzYY,"In this lightning talk, explore the world of time series data and how InfluxDB, a purpose-built time series database, enables the creation of intelligent real-time systems. Learn about defining time series data and databases and their importance in modern applications. Then, learn about InfluxData and see how InfluxDB solves complex analytical problems with its powerful features. This presentation is brought to you by InfluxDB, an AWS Partner."
"AWS re:Invent 2024 - Best practices for cyber readiness, recovery, and rebuild (SEC225)",ZQINMeYcHEU,"Cyber resilience is an essential skill for organizations with the recent rise of ransomware and security incidents. In this session, learn how to build for resilience for your cloud-native workloads and gen AI stacks, how to automate the testing of your cyber recovery practice in a clean, on-demand cloud environment, and how to simplify discovery and accelerate the rebuild of your composable application dependencies. Leave this session with actionable guidance on how to better secure and recover your AWS resources in line with AWS and Commvault best practices. This presentation is brought to you by Commvault, an AWS Partner."
AWS re:Invent 2024 - Slash MTTR and get to root cause faster across hybrid environments (MAM229),znoPcl-d6wY,"What is the root cause? Are you facing finger-pointing among NetOps, CloudOps, or DevOps? Concerned that your latest workload migrations and AI projects might mean more things to monitor, more noisy alerts, and more costs to control? Finding the root cause doesn’t have to feel like finding a needle in a hybrid haystack. In this session, learn how LogicMonitor’s AI-powered observability drives modernization at every stage, from planning and execution to post-migration optimization. Also, hear how Synoptek reduced cloud costs by 20% and lowered MTTR, automatically discovered new AWS resources, and focused on alerts that matter. This presentation is brought to you by LogicMonitor, an AWS Partner."
AWS re:Invent 2024 - Cloud ERP-native AI: SAP’s business AI strategy (MAM107),J42m4UadQb8,"AI is today’s hot topic. Demystifying the hype and noise around AI into tangible steps you can take with your business software is no easy task. In this session, learn how SAP reengineered their own cloud ERP systems over the past decade to allow you to embed SAP Business AI across your cloud ERP portfolio, from pre-built, pre-trained embedded AI functionality to fully customized generative AI business agents. Discover how you can take your most complex business software and processes and derive real value through business AI. This presentation is brought to you by SAP, an AWS Partner."
AWS re:Invent 2024 - Ensuring data defensibility in the cloud (SEC226),Xezz7SL5aH0,"As the volume and value of cloud data surges, defending it is an ever-increasing challenge. In 2022, 94% of cloud tenants were targeted every month, and 62% were successfully compromised. A focus on preventing incidents is not always sufficient—data must be defensible, even after a compromise. This session explores how to expand your cybersecurity strategy, helping you control risk, recover quickly and safely in the event of an incident, and ensure your data and business stand resilient against cyberattacks. This presentation is brought to you by Rubrik, an AWS Partner."
AWS re:Invent 2024 - Understanding software logistics: The rise of the platform engineer (DOP207),nGMy7N15ngI,"Many organizations struggle with a significant imbalance between developers and operations, which can lead to challenges in decision-making and timely software delivery. In this session, learn about the concept of software factories and holistic approaches to software logistics. Explore innovative strategies to improve CI/CD processes and optimize container deployments for better distribution and delivery in AWS environments. Gain valuable insights from industry experts on how leading companies are adapting to these challenges while improving efficiency and customer value. Leave this session with practical knowledge to elevate your DevOps practices. This presentation is brought to you by GitLab, an AWS Partner."
AWS re:Invent 2024 - Real-world defense strategies to enhance cyber resilience in the cloud (SEC210),AVXybZRAa_o,"Learn how establishing a robust cyber resilience framework can help organizations respond and recover quickly from security events. Join data security experts from Cohesity and SimonMed Imaging to explore the most recent threat landscape developments, effective security strategies, and practical tips for securing your hybrid cloud environment. This session offers valuable insights and best practices to bolster your cyber defenses and help ensure uninterrupted business operations amidst ever-changing digital threats. This presentation is brought to you by Cohesity, an AWS Partner."
AWS re:Invent 2024 - The state of developer experience with Atlassian engineering leaders (DOP105),PEGsQTfG8Dw,"A positive developer experience is the key to delivering high-quality software at speed. 69% of developers lose over eight hours a week to inefficiencies, and most believe their leaders are unaware of the core issues. Join Atlassian leaders as they unpack findings from Atlassian’s State of Developer Experience Report, based on insights from thousands of engineers and leaders. Discover how Atlassian is enhancing developer experience internally and what they’re building to help other organizations do the same. This presentation is brought to you by Atlassian, an AWS Partner."
AWS re:Invent 2024 - Power up your customer experience with end-to-end data strategy (IMP209),uRPjnqbEqNI,"Gain a comprehensive understanding of how to implement an end-to-end data strategy to drive customer-centric innovation. Learn practical strategies and techniques to collect, analyze, and act on data-driven insights that directly impact the customer journey. Key takeaways include: understanding the essential elements of an end-to-end data strategy, uncovering customer insights and acting on them, learning to optimize operations and deliver personalized experiences, gaining practical tools and techniques to elevate the customer experience, and becoming equipped to drive customer-centric innovation within your organization."
AWS re:Invent 2024 - Strengthening the safety net: Transforming 211 with Amazon Connect (IMP207),74sQS_bTOpQ,"211 is the 911 of health and human services. People call in when they need immediate help with childcare, food, utilities, housing, disaster relief, and more. Orange County United Way (OCUW) operates just one of 200+ independently managed 211s in the US, but they field over 8,000 calls monthly. In this lightning talk, discover how OCUW leveraged Amazon Connect to enhance their 211 service and better support their community. Learn how they use features like ML-based analytics, live agent chat, robust reporting, and Amazon Q–powered live agent recommendations to streamline operations, boost agent productivity, and deliver a more personalized experience for callers in crisis."
AWS re:Invent 2024 - Data protection and resilience with AWS storage (STG301),FLRlWHHNAYo,"Data continues to be one of the world’s most valuable resources. Data protection and resilience are critical to business success, helping to keep workflows running and allow business recovery from data loss events such as unplanned outages, natural disasters, and ransomware. Join this session to dive deep on how AWS storage offers organizations defense-in-depth data protection and resilience for application data across recovery point and time objectives, helping to mitigate risks with immutable solutions, restore testing, policy-based access controls, encryption, and auditing and reporting."
AWS re:Invent 2024 - Responsible AI: From theory to practice with AWS (AIM210),SCXw2xuoF6o,"The rapid growth of generative AI brings promising innovation but raises new challenges around its safe and responsible development and use. While challenges like bias and explainability were common before generative AI, large language models bring new challenges like hallucination and toxicity. Join this session to understand how your organization can begin its responsible AI journey. Get an overview of the challenges related to generative AI, and learn about the responsible AI in action at AWS, including the tools AWS offers. Also hear Cisco share its approach to responsible innovation with generative AI."
"AWS re:Invent 2024 - Think big, build small: When to scale and when to simplify (ARC331)",wnBzSpFyvYM,"Creating a cloud architecture can be bewildering and intimidating. When do I need multiple zones or regions? Which services should I use or avoid? When should I scale vertically and when horizontally? How do I optimize for enduring business value and agility? In this session, hear insights and guidance developed from working with successful AWS customers. Discover how AWS thinks about different architectural tiers, fosters engineering toward simplicity and reliability, and focuses on infrastructure as an investment, with trade-offs and returns."
AWS re:Invent 2024 - Revolutionize your search applications for generative AI (ANT340),89NHOTlK63Q,"Join this session to discover how vector search can revolutionize your business's search capabilities compared to traditional keyword search. Vector search plays a critical role in enhancing generative AI applications and solutions by enabling more accurate and context-aware search results. During this session, explore the implementation of vector search using Amazon OpenSearch Service, understanding its advantages in improving search relevance, handling unstructured data, and delivering personalized user experiences. Gain critical insights into practical applications, including enhanced recommendation systems and semantic search, and learn how to address common business challenges more effectively."
AWS re:Invent 2024 - How Duolingo's culture of experimentation drives innovation (INO112),W2xhh6SieKs,"Amazon's unique approach to innovation is driven by culture, mechanisms, and our Day 1 mindset. Like Amazon, Duolingo's culture is what creates unique customer experiences and drives innovation. The world's most popular education app runs hundreds of A/B tests every day to improve the experience for its millions of learners. Whether it's testing the motivating power of delightful animations or trying out new exercise types, Duolingo has built a culture that prioritizes experimentation across the company. Learn more about its testing mechanisms and tools, as well as the impact these tests have had on developing differentiated customer experiences."
AWS re:Invent 2024 - Real-world success: Unified architecture for analytics with Iceberg (AIM244),Hohe5lcfU1E,"Learn why global leaders rely on Cloudera on AWS for data, analytics and AI at massive scale. Find out what helps companies drive the most business value and greater operational efficiency. Hear about new capabilities, best practices, and lessons learned on the road to real-world cloud success. Specifically, hear how leading companies in multiple industries use Apache Iceberg to bring together data into a flexible, modern architecture, running on Cloudera on AWS. Discover how Iceberg has helped them transform and simplify data management, security, and lineage across models. This presentation is brought to you by Cloudera, an AWS Partner."
AWS re:Invent 2024 - Inclusive wellness: Leveraging Amazon One Medical for LGBTQIA+ care (IDE104),TIEHv7KX3P8,"One Medical and AWS are partnering to pilot a free, three-month One Medical membership for a diverse, 500-person cohort of Glamazon employees. The goal is to measure LGBTQIA+ customer experiences across all four U.S. regions and develop recommendations to improve One Medical's platform and attract LGBTQIA+ customers at scale in 2025. With over 1 in 5 Gen Zers identifying as LGBTQIA+ and 82% of allies more likely to buy from LGBTQIA+-inclusive brands, this pilot taps into a significant market opportunity. Representatives from AWS and One Medical will discuss inclusive healthcare delivery at scale and share learnings from the pilot."
AWS re:Invent 2024 - AWS Graviton: The best price performance for your AWS workloads (CMP320),W4dnUvJJ_Sg,"AWS Graviton-based Amazon EC2 instances provide the best price performance for workloads in Amazon EC2. In this session, dive deep into the AWS Graviton processor and learn about its workload performance, energy efficiency, and software offerings. Learn about common use cases, best practices to optimize your workloads across various applications, customer success stories, and how you can accelerate your AWS Graviton journey."
AWS re:Invent 2024 - Application modernization to meet a growing global demand (IMP211),dTPoBYbXAmc,"JustServe.org, a free community resource sponsored by the Church of Jesus Christ of Latter-day Saints, helps connect volunteers to opportunities that enhance the quality of life in a community. In this lightning talk, learn how JustServe migrated from its on-premises infrastructure to a cloud-based solution to better manage its resources and meet growing demand. The migration included moving from a legacy database to a cloud-native solution, and building a CI/CD pipeline that performs full end-to-end testing with each deployment. This migration allows JustServe to deploy changes faster, improve resiliency, and create a platform that can be deployed worldwide."
AWS re:Invent 2024 - KONE safeguards AI applications with Amazon Bedrock Guardrails (AIM302),U2sgNEQemws,"Amazon Bedrock Guardrails helps implement safety, privacy, and truthfulness in customers' generative AI applications with a single solution, regardless of the underlying FM. Learn about different safeguards offered by Amazon Bedrock Guardrails including two newly launched policies for multimodal toxicity detection to filter harmful image content and automated reasoning checks to block hallucinations due to factual errors. Finally, hear from KONE on how they use Amazon Bedrock Guardrails to provide safe and accurate real-time AI support to 40,000 technicians that execute 100,000 field customer visits per day. Get their tips on adoption of responsible AI principles, delivering value while achieving productivity gains."
AWS re:Invent 2024 - Automated migrations set the stage for accelerated transformations (MAM239),TUaFRoMnwdU,"Why should a business migrate to the cloud? Transforming a company’s value to customers demands bold reimagination, and this transformation is fueled by analytics, predictive models, and gen AI—each of which requires the robust compute, storage, and services that only the cloud can provide. Cloud migrations are not just about improving operational efficiency; they establish the critical technological foundation necessary for transformation, unlocking new opportunities during migration and in ongoing management and optimization. In this lightning talk, learn how Concierto can help you accelerate this transition and scale your cloud operations. This presentation is brought to you by Trianz | Concierto, an AWS Partner."
AWS re:Invent 2024 - Develop serverless applications with Amazon Q Developer (SVS213),NnTu95mW3Zc,"Join this lightning talk for a demo of how Amazon Q Developer can boost productivity building serverless applications. See how Amazon Q can support code generation, transformation, and unit testing, and how it can help throughout the software development lifecycle. Learn how Amazon Q Developer can support developers in learning how to build serverless applications."
AWS re:Invent 2024 - SCC Public Health & AWS: Collaborative public health data platform (PRO208),SGK7S9Y5DCM,"The Santa Clara County (SCC) Public Health Department worked with AWS and its Professional Services team to implement a collaborative public health data platform. In this lightning talk, learn how AWS provided cloud infrastructure, data management solutions, ML-powered identity management, intelligent document processing, and analytics capabilities. Also hear how the AWS team assisted with design, development, deployment, integration, and project management for a streamlined data ingestion, curation, and distribution process across 15 public health data sources. Find out how the team created a system that empowers SCC to consolidate and link health data across several California state systems for data-driven decision-making and analytics."
AWS re:Invent 2024 - How developers can self-remediate AWS Security Hub findings (DEV216),Gsw4zqbziV0,"When AWS Security Hub findings go unhandled, your AWS environments may be at risk. To address this, our organization developed a mechanism that helps AWS account holders respond to Security Hub findings swiftly and efficiently. In this dev chat, learn the three key principles of this approach: actionable notifications to ensure notifications prompt immediate actions, clear responsibility that assigns notifications to specific on-call personnel to foster ownership, and risk management that tailors responses to fit the unique risk profiles of organizations and teams."
AWS re:Invent 2024 - A proactive approach to secrets management at scale (SEC234),vMGYf09XBek,"Keep your secrets to yourself. Whether it’s AWS access keys with over-privileged permissions or database passwords hardcoded into your applications, compromised credentials are the most common technique threat actors use to gain unintended access to applications and sensitive data. In this lightning talk, learn strategies you can implement to identify and vault secrets early in the software development lifecycle. Then, explore how you can use vaulted secrets without exposing them. Hear best practices, and discover both traditional and generative AI–based approaches to secrets management."
AWS re:Invent 2024 - LPL Financial trading journey to AWS Cloud (MAM118),Q0wbvB1hp6I,"Join this lightning talk learn about migrating LPL Financial trading workloads to AWS to manage hybrid infrastructure effectively. This approach maximizes the cloud operations, automation, and financial analytics across AWS environments. It ensures quick time to value, robust technical support, advanced enterprise capabilities, cost effectiveness, disaster recovery, optimized performance, and flexible deployment choices. This presentation is brought to you by Capgemini, an AWS Partner."
AWS re:Invent 2024 - Fast and secure AI context with open source hybrid vector search (AIM207),eiKlr398zO8,"Vector similarity is fundamental for organizations looking to develop secure, cost-effective, and scalable AI solutions. Yet the inexact and complex nature of proximity search represents a risk for use cases, including regulated or sensitive data where precision in the retrieval is an absolute necessity. Hybrid search, available in several open source databases, is a powerful way to accelerate and refine the outcomes of standard vector search by balancing advanced text/field and similarity techniques. If you are considering AI for your business, this lightning talk provides an overview of the options available in open source for creating safe, accurate, and performant applications. This presentation is brought to you by Aiven, an AWS Partner."
AWS re:Invent 2024 - Building an AI-powered shopping assistant  (RCG204),6-43vOTi2GI,"Many retailers are turning to AI-powered virtual assistants like Amazon Rufus to help shoppers find and buy the right products. To be effective, it is important that these virtual assistants provide accurate advice that is limited to the product catalog. During this lightning talk, learn how the AWS Generative AI Labs team accomplished just that and how you can build a digital shopping assistant using large language models."
AWS re:Invent 2024 - AI-powered data integration and governance with Amazon Q Developer (ANT352-NEW),FM1K9fi8iTA,"Discover how the AI-driven capabilities of Amazon Q Developer streamline data integration across AWS services, such as AWS Glue, Amazon SageMaker Catalog, Amazon Redshift, Amazon SageMaker AI, and more. Learn how data engineers and ETL developers can build complex jobs, troubleshoot, and explore data using natural language through an intuitive chat interface in Amazon SageMaker Unified Studio. Join this session to see how Amazon Q Developer enhances productivity and accelerates workflows, transforming the way you handle data integration."
AWS re:Invent 2024 - Deep dive into Amazon Aurora DSQL and its architecture (DAT427-NEW),huGmR_mi5dQ,"Amazon Aurora DSQL is a new serverless, distributed SQL database that uses decades of Amazon innovation and operational excellence. Join Marc Brooker, AWS VP and Distinguished Engineer, as he dives into the design and key innovative technologies that make Aurora DSQL the ideal choice for new applications and applications which require the highest level of resiliency. Learn how active-active architecture in Aurora DSQL delivers single- and multi-Region resiliency and virtually unlimited scale."
AWS re:Invent 2024 - Data resilience at scale with Amazon S3 Versioning & Clumio (STG102),2vhbiEbk0Uk,"As more applications adopt Amazon S3 as primary storage, architecting for resilience at scale becomes crucial. This session introduces Commvault’s new capability that helps you build application resilience at the data layer. Managing billions of Amazon S3 objects across workloads, buckets, prefixes, and versions can be challenging. In this session, learn how you can recover your data granularly to any point in time using native Amazon S3 Versioning—with just a click, you can roll back entire object version stacks or recover from a secondary copy. Discover how application admins and DevOps teams like yours are keeping operational disruptions at bay. This presentation is brought to you by Commvault, an AWS Partner."
AWS re:Invent 2024 - Intelligent automation: End-to-end AIOps with AWS native services (PEX219),kh689mKMGu0,"Artificial intelligence for IT Operations (AIOps) has become essential. This lightning talk explores how customers can leverage AWS native services to achieve comprehensive AIOps capabilities, from observability and incident management to predictive analytics and automated remediation. See how AWS services empower IT teams to proactively monitor, detect anomalies, and rapidly resolve issues. Real-world customer examples showcase the integration of services for cohesive AIOps and how AWS Partners guide customers on their AIOps journey, leveraging expertise and solution accelerators to implement end-to-end AIOps workflows. Join to learn how to harness AWS services and partners to achieve intelligent automation and elevate IT operations. This talk is intended for AWS Partners."
AWS re:Invent 2024 - Empower and elevate: Best practices for empowering seller communities (PEX111),RTsSQqq3mU4,"In today's competitive marketplace, business success often hinges on the effectiveness of its seller communities. This lightning talk provides information for actionable strategies and practical training techniques to empower sellers, enhance their capabilities, and drive performance. Attendees leave equipped with the tools and knowledge necessary to build and sustain high-performing sellers on AWS solutions. This talk is intended for AWS Partners."
AWS re:Invent 2024 -Accelerate growth: Strategies for new customer engagement and expansion (PEX103),bp3SjYJfOO4,"In this lightning talk, we will share the recipe for driving exponential customer growth by leveraging the synergies between AWS and partners, covering a range of AWS-partner tactics proven effective for attracting, engaging, and converting new customers at scale. Key strategies include go-to-market (GTM) activities focused on new customer acquisition, developing the right point-of-entry solutions, and co-selling aligned to the AWS GTM strategy. By harnessing the combined power of AWS and partner capabilities, organizations can stay ahead of the curve and cement their position as industry leaders. This talk is intended for AWS Partners."
AWS re:Invent 2024 - Building explainable AI models with Amazon SageMaker (DEV219),UbeyQmY1qCw,"As AI systems are increasingly used in decision-making, explainable models have become essential. This dev chat explores tools and techniques for building these models using Amazon SageMaker. It walks through several techniques for interpreting complex models, providing insights into their decision-making processes. Learn how to ensure model transparency and fairness in machine learning pipelines and how to deploy these models using SageMaker endpoints. This dev chat is ideal for data scientists focusing on AI ethics and model interpretability."
AWS re:Invent 2024 - Platform engineering excellence: Strategy and technology (DEV343),tMhi9UrP2H8,"Navigating the world of platform engineering is becoming increasingly complex. To ensure maximum impact for customers while minimizing disruption to downstream engineering teams, a range of strategic approaches and technical decisions is essential. By sharing real-world deliveries and use cases, this talk provides a comprehensive guide on how to maximize the effectiveness of platform engineering; details key considerations, pitfalls, and challenges; and highlights how leveraging AI can also boost developer productivity. By doing so, organizations can expect to deliver with short timeframes and with less impediments."
AWS re:Invent 2024 - Streamlining software development across Amazon.com with Amazon Q (AMZ202),LtjodeIp5Ik,"Amazon strategically integrated the Q Developer platform across its entire software development lifecycle, enabling developers to work more efficiently and effectively. In this session, look at how Amazon leverages Q Developer to optimize software lifecycles. From requirements gathering to deployment, Q Developer streamlines workflows and enhances productivity at every stage. Attendees learn about Amazon’s JDK upgrade journey, proactively upgrading business-critical applications from JDK 8 to the modern JDK 17. Discover the strategies, challenges, and lessons learned from Amazon’s use of Q Developer, and gain valuable insights to take your own development processes to new heights."
AWS re:Invent 2024 - Secure by design: Enhancing the posture of root with central control (SEC232),dQuPWB0YW50,"From Day 1, AWS has been built to be secure by design and by default. Securing the credentials of your most privileged users is a critical element in your comprehensive security strategy. This session explores how to manage root access securely across your AWS environment, while maintaining centralized control and governance. Additionally, discover the latest tools and initiatives AWS offers to enforce MFA, align with industry initiatives, and ensure your environment remains secure."
AWS re:Invent 2024 - How Mercado Libre engineers achieve a NoOps experience with Amazon EKS (DOP328),07yE3Onnqf8,"This session explores how Amazon EKS and platform engineering can empower developers and drive scalability. Explore the benefits of Amazon EKS and consider platform engineering best practices for building robust internal developer platforms (IDPs). To illustrate these principles, this session showcases a case study of how Mercado Libre used Amazon EKS and platform engineering to power their scalable microservices platform, Fury. Learn how you can leverage these technologies to boost developer productivity, streamline operations, and enable scalable application architectures."
AWS re:Invent 2024 - From chaos to clarity: How Siemens simplifies security operations (MAM240),8RLD_-ZooOk,"Data modernization is becoming a buzzworthy topic for experts focused on bridging the gap between modern and legacy systems while also trying to wrangle exponentially more data with only a fraction more budget. But what does modernization actually mean to you, your team, and your organization? Hear from Pedro Borges and Scott Schwartz from Siemens Foundational Services as they share their experiences modernizing their security operations with Amazon Security Lake and Cribl. Discover how they improved visibility into high-volume data, reduced operational costs, and simplified security monitoring while optimizing the data sent to their SIEM. This presentation is brought to you by Cribl, an AWS Partner."
AWS re:Invent 2024 - Leverage Anthropic's Claude models for AI's evolving landscape (AIM123),21PjWyB_beU,"In this session, discover how you can use Anthropic's Claude models to create innovative solutions. This session offers insights into the AI landscape, its impact on software development, and practical guidance on integrating AI technologies into your workflows. Learn how you can harness the power of AI to stay at the forefront of your industry, whether you’re optimizing existing applications or developing new AI-driven products. This presentation is brought to you by Anthropic, an AWS Partner."
AWS re:Invent 2024 - Achieving governance at scale (COP383),pXBaShjUa8I,"As businesses scale their cloud operations, maintaining consistent enforcement of policies and standards becomes increasingly complex. This breakout session delves into the powerful capabilities of AWS Control Tower, AWS Config, and AWS Organizations, providing attendees with a comprehensive understanding of how to achieve governance at scale. Learn how to integrate AWS services to automate governance processes, streamline incident response, and enforce security best practices across AWS environments. Also hear from a customer and their governance journey on AWS."
AWS re:Invent 2024 - How AWS scales active defense (SEC361),65mXutXPzUw,"In this session, learn how AWS uses scale and deep ownership of network infrastructure to deliver unique protections for customers. Explore how AWS has instrumented its network, telemetry, and threat intelligence. Learn about the analytics and enforcement that provides active defense to customers, and see the evolving science that’s required to analyze data at this scale in real time. Finally, hear how AWS applies active defense capabilities and techniques to help customers in new ways."
AWS re:Invent 2024 - How AI and ML are changing information retrieval (AIM260),oyAcnbdcNsU,"When we work with information systems, we capture information in text and find information with text queries. Advances in AI have made it possible to move from word-to-word matching to something like meaning-to-meaning matching. Learn how search and OpenSearch unlock the meaning in your information. This session is foundational, covering why we search and how we search to retrieve the best results. Learn about the core search algorithm, BM25 scoring, dense and sparse vectors, LLMs, embedding generation, the neural and kNN plugins, and exact and approximate scoring. This presentation is brought to you by OpenSearch, an AWS Partner."
AWS re:Invent 2024 - Gain insights from Web3 data with AWS Public Blockchain datasets (BLC307),eBsD-Egct9E,"In this lightning talk, you will learn about the AWS Public Blockchain data sets for Ethereum and Bitcoin, and how to get started with consuming the underlying data. You will additionally gain knowledge regarding Amazon Managed Blockchain Query, and how these two solutions can be utilized together in order to optimize latency and cost."
AWS re:Invent 2024 - HBCUv: Reimagine online higher education experience & data management (BIZ222),AIQL9Q_Aous,"HBCUv is a new educational platform built with AWS that combines multi-institutional registration, a centralized learning management system, comprehensive analytical models, and a student engagement platform for multiple UNCF institutions. Learn how HBCUv is reimagining the legacy, community, and culture of HBCUs into a virtual experience that is accessible, equitable, and connected, by bringing the on-campus experience to a virtual environment. New data models that capture engagement, registration, and learning insights can help institutions provide better support and pave the way for a shared services model in the future. This presentation is brought to you by Deloitte, an AWS Partner."
AWS re:Invent 2024 - Inclusive algorithms: Women’s key role in ethical AI development (AIM216),-SejdzwRvzs,"In this lightning talk, explore the importance of gender diversity in the data and analytics field and why women in data are critical to building inclusive AI models that can be less prone to error and create better results. Learn the importance of having a diverse workforce to design and develop AI technologies, concrete examples of the potential risk of bias in AI, and actionable insights on how to create an inclusive environment that opens the door for women in data. This presentation is brought to you by Deloitte, an AWS Partner."
